"JP_Kanji","JP_Kana","JP_Roma","org_Longitude","org_Latitude","Classification",lon,lat
"坂東市","ばんどうし","Bando Shi","139 ゚ 53’","36 ゚ 02’","Municipality",139.8833333333,36.0333333333
"番匠川","ばんじょうがわ","Banjo Gawa","131 ゚ 55’","32 ゚ 58’","River",131.9166666667,32.9666666667
"米寿海山","べいじゅかいざん","Beiju Kaizan","134 ゚ 20’","24 ゚ 31’","Undersea feature",134.3333333333,24.5166666667
"別寒辺牛川","べかんべうしがわ","Bekanbeushi Gawa","144 ゚ 51’","43 ゚ 04’","River",144.85,43.0666666667
"弁慶岬","べんけいみさき","Benkei Misaki","140 ゚ 11’","42 ゚ 49’","Cape",140.1833333333,42.8166666667
"別府市","べっぷし","Beppu Shi","131 ゚ 29’","33 ゚ 17’","Municipality",131.4833333333,33.2833333333
"別府湾","べっぷわん","Beppu Wan","131 ゚ 32’","33 ゚ 18’","Sea Area",131.5333333333,33.3
"ベルタルベ山","べるたるべやま","Berutarube Yama","146 ゚ 55’","44 ゚ 27’","Mountain",146.9166666667,44.45
"別山","べっさん","Bessan","136 ゚ 45’","36 ゚ 06’","Mountain",136.75,36.1
"別子山","べっしやま","Besshiyama","133 ゚ 22’","33 ゚ 50’","Populated area",133.3666666667,33.8333333333
"別所","べっしょ","Bessho","138 ゚ 09’","36 ゚ 21’","Populated area",138.15,36.35
"別海町","べつかいちょう","Betsukai Cho","145 ゚ 07’","43 ゚ 23’","Municipality",145.1166666667,43.3833333333
"別飛","べっとぶ","Bettobu","148 ゚ 01’","45 ゚ 15’","Populated area",148.0166666667,45.25
"ベヨネース列岩","べよねえすれつがん","Beyonesu Retsugan","139 ゚ 54’","31 ゚ 53’","Island",139.9,31.8833333333
"美唄市","びばいし","Bibai Shi","141 ゚ 51’","43 ゚ 19’","Municipality",141.85,43.3166666667
"美瑛町","びえいちょう","Biei Cho","142 ゚ 28’","43 ゚ 35’","Municipality",142.4666666667,43.5833333333
"美瑛岳","びえいだけ","Biei Dake","142 ゚ 42’","43 ゚ 26’","Mountain",142.7,43.4333333333
"美深町","びふかちょう","Bifuka Cho","142 ゚ 20’","44 ゚ 28’","Municipality",142.3333333333,44.4666666667
"美幌町","びほろちょう","Bihoro Cho","144 ゚ 06’","43 ゚ 49’","Municipality",144.1,43.8166666667
"美幌峠","びほろとうげ","Bihoro Toge","144 ゚ 14’","43 ゚ 38’","Pass",144.2333333333,43.6333333333
"備後灘","びんごなだ","Bingo Nada","133 ゚ 21’","34 ゚ 17’","Sea Area",133.35,34.2833333333
"平取町","びらとりちょう","Biratori Cho","142 ゚ 07’","42 ゚ 35’","Municipality",142.1166666667,42.5833333333
"枇榔島","びろうじま","Biro Jima","131 ゚ 06’","31 ゚ 25’","Island",131.1,31.4166666667
"美良島","びりょうじま","Biryo Jima","128 ゚ 54’","33 ゚ 09’","Island",128.9,33.15
"備讃瀬戸","びさんせと","Bisan Seto","133 ゚ 54’","34 ゚ 24’","Sea Area",133.9,34.4
"備讃諸島","びさんしょとう","Bisan Shoto","133 ゚ 54’","34 ゚ 24’","Extensive natural feature",133.9,34.4
"備瀬崎","びせざき","Bise Zaki","127 ゚ 52’","26 ゚ 42’","Cape",127.8666666667,26.7
"琵琶湖","びわこ","Biwa Ko","136 ゚ 04’","35 ゚ 15’","Lake",136.0666666667,35.25
"備前市","びぜんし","Bizen Shi","134 ゚ 11’","34 ゚ 44’","Municipality",134.1833333333,34.7333333333
"坊中","ぼうちゅう","Bochu","131 ゚ 05’","32 ゚ 55’","Populated area",131.0833333333,32.9166666667
"坊ノ岬","ぼうのみさき","Bonomisaki","130 ゚ 12’","31 ゚ 14’","Cape",130.2,31.2333333333
"望星海山","ぼうせいかいざん","Bosei Kaizan","145 ゚ 20’","37 ゚ 08’","Undersea feature",145.3333333333,37.1333333333
"房総半島","ぼうそうはんとう","Boso Hanto","140 ゚ 09’","35 ゚ 28’","Extensive natural feature",140.15,35.4666666667
"武甲山","ぶこうざん","Buko Zan","139 ゚ 05’","35 ゚ 56’","Mountain",139.0833333333,35.9333333333
"武奈ヶ嶽","ぶながだけ","Bunagadake","135 ゚ 53’","35 ゚ 15’","Mountain",135.8833333333,35.25
"豊後水道","ぶんごすいどう","Bungo Suido","132 ゚ 07’","33 ゚ 11’","Sea Area",132.1166666667,33.1833333333
"豊後大野市","ぶんごおおのし","Bungoono Shi","131 ゚ 35’","32 ゚ 58’","Municipality",131.5833333333,32.9666666667
"豊後高田市","ぶんごたかだし","Bungotakada Shi","131 ゚ 26’","33 ゚ 33’","Municipality",131.4333333333,33.55
"舞台峠","ぶたいとうげ","Butai Toge","137 ゚ 19’","35 ゚ 44’","Pass",137.3166666667,35.7333333333
"豊前市","ぶぜんし","Buzen Shi","131 ゚ 07’","33 ゚ 36’","Municipality",131.1166666667,33.6
"屛風岳","びょうぶだけ","Byobu Dake","129 ゚ 23’","33 ゚ 12’","Mountain",129.3833333333,33.2
"屛風岳","びょうぶだけ","Byobu Dake","140 ゚ 28’","38 ゚ 05’","Mountain",140.4666666667,38.0833333333
"爺爺岳","ちゃちゃだけ","Chacha Dake","146 ゚ 14’","44 ゚ 21’","Mountain",146.2333333333,44.35
"茶路川","ちゃろがわ","Charo Gawa","144 ゚ 04’","42 ゚ 56’","River",144.0666666667,42.9333333333
"北谷町","ちゃたんちょう","Chatan Cho","127 ゚ 45’","26 ゚ 19’","Municipality",127.75,26.3166666667
"茶臼岳","ちゃうすだけ","Chausu Dake","139 ゚ 57’","37 ゚ 07’","Mountain",139.95,37.1166666667
"茶臼山","ちゃうすやま","Chausu Yama","137 ゚ 39’","35 ゚ 13’","Mountain",137.65,35.2166666667
"千葉県","ちばけん","Chiba Ken","140 ゚ 07’","35 ゚ 36’","Municipality",140.1166666667,35.6
"千葉市","ちばし","Chiba Shi","140 ゚ 06’","35 ゚ 36’","Municipality",140.1,35.6
"知夫村","ちぶむら","Chibu Mura","133 ゚ 02’","36 ゚ 00’","Municipality",133.0333333333,36
"知夫里島","ちぶりしま","Chiburi Shima","133 ゚ 01’","36 ゚ 00’","Island",133.0166666667,36
"父島","ちちじま","Chichi Jima","142 ゚ 12’","27 ゚ 03’","Island",142.2,27.05
"秩父市","ちちぶし","Chichibu Shi","139 ゚ 05’","35 ゚ 59’","Municipality",139.0833333333,35.9833333333
"父島列島","ちちじまれっとう","Chichijima Retto","142 ゚ 15’","27 ゚ 06’","Extensive natural feature",142.25,27.1
"茅ヶ崎市","ちがさきし","Chigasaki Shi","139 ゚ 24’","35 ゚ 20’","Municipality",139.4,35.3333333333
"千早赤阪村","ちはやあかさかむら","Chihayaakasaka Mura","135 ゚ 37’","34 ゚ 27’","Municipality",135.6166666667,34.45
"チキウ岬","ちきうみさき","Chikiu Misaki","141 ゚ 00’","42 ゚ 17’","Cape",141,42.2833333333
"筑後川","ちくごがわ","Chikugo Gawa","130 ゚ 21’","33 ゚ 08’","River",130.35,33.1333333333
"筑後市","ちくごし","Chikugo Shi","130 ゚ 30’","33 ゚ 12’","Municipality",130.5,33.2
"筑北村","ちくほくむら","Chikuhoku Mura","138 ゚ 00’","36 ゚ 25’","Municipality",138,36.4166666667
"築上町","ちくじょうまち","Chikujo Machi","131 ゚ 03’","33 ゚ 39’","Municipality",131.05,33.65
"千曲川","ちくまがわ","Chikuma Gawa","138 ゚ 25’","36 ゚ 55’","River",138.4166666667,36.9166666667
"千曲市","ちくまし","Chikuma Shi","138 ゚ 07’","36 ゚ 32’","Municipality",138.1166666667,36.5333333333
"千種川","ちくさがわ","Chikusa Gawa","134 ゚ 19’","34 ゚ 56’","River",134.3166666667,34.9333333333
"筑西市","ちくせいし","Chikusei Shi","139 ゚ 58’","36 ゚ 18’","Municipality",139.9666666667,36.3
"筑紫野市","ちくしのし","Chikushino Shi","130 ゚ 30’","33 ゚ 29’","Municipality",130.5,33.4833333333
"筑前町","ちくぜんまち","Chikuzen Machi","130 ゚ 35’","33 ゚ 27’","Municipality",130.5833333333,33.45
"知名町","ちなちょう","China Cho","128 ゚ 34’","27 ゚ 20’","Municipality",128.5666666667,27.3333333333
"茅野市","ちのし","Chino Shi","138 ゚ 09’","35 ゚ 59’","Municipality",138.15,35.9833333333
"秩父別町","ちっぷべつちょう","Chippubetsu Cho","141 ゚ 57’","43 ゚ 46’","Municipality",141.95,43.7666666667
"知覧町","ちらんちょう","Chiran Cho","130 ゚ 26’","31 ゚ 22’","Municipality",130.4333333333,31.3666666667
"知林ヶ島","ちりんがしま","Chiringashima","130 ゚ 41’","31 ゚ 16’","Island",130.6833333333,31.2666666667
"散布山","ちりっぷやま","Chirippu Yama","147 ゚ 54’","45 ゚ 20’","Mountain",147.9,45.3333333333
"知立市","ちりゅうし","Chiryu Shi","137 ゚ 03’","35 ゚ 00’","Municipality",137.05,35
"千島海盆","ちしまかいぼん","Chishima Kaibon","146 ゚ 56’","46 ゚ 38’","Undersea feature",146.9333333333,46.6333333333
"千島・カムチャツカ海溝","ちしまかむちゃつかかいこう","Chishima-Kamuchatsuka Kaiko","147 ゚ 02’","42 ゚ 10’","Undersea feature",147.0333333333,42.1666666667
"知多半島","ちたはんとう","Chita Hanto","136 ゚ 53’","34 ゚ 56’","Extensive natural feature",136.8833333333,34.9333333333
"知多市","ちたし","Chita Shi","136 ゚ 51’","34 ゚ 59’","Municipality",136.85,34.9833333333
"千歳川","ちとせがわ","Chitose Gawa","141 ゚ 37’","42 ゚ 58’","River",141.6166666667,42.9666666667
"千歳市","ちとせし","Chitose Shi","141 ゚ 39’","42 ゚ 49’","Municipality",141.65,42.8166666667
"千代田町","ちよだまち","Chiyoda Machi","139 ゚ 26’","36 ゚ 13’","Municipality",139.4333333333,36.2166666667
"智頭町","ちづちょう","Chizu Cho","134 ゚ 13’","35 ゚ 15’","Municipality",134.2166666667,35.25
"長府","ちょうふ","Chofu","130 ゚ 59’","34 ゚ 00’","Populated area",130.9833333333,34
"調布市","ちょうふし","Chofu Shi","139 ゚ 32’","35 ゚ 39’","Municipality",139.5333333333,35.65
"鳥海山","ちょうかいさん","Chokai San","140 ゚ 02’","39 ゚ 06’","Mountain",140.0333333333,39.1
"長南町","ちょうなんまち","Chonan Machi","140 ゚ 14’","35 ゚ 23’","Municipality",140.2333333333,35.3833333333
"長生村","ちょうせいむら","Chosei Mura","140 ゚ 21’","35 ゚ 24’","Municipality",140.35,35.4
"銚子市","ちょうしし","Choshi Shi","140 ゚ 49’","35 ゚ 44’","Municipality",140.8166666667,35.7333333333
"朝陽海山","ちょうようかいざん","Choyo Kaizan","148 ゚ 40’","27 ゚ 00’","Undersea feature",148.6666666667,27
"忠別岳","ちゅうべつだけ","Chubetsu Dake","142 ゚ 53’","43 ゚ 35’","Mountain",142.8833333333,43.5833333333
"忠別川","ちゅうべつがわ","Chubetsu Gawa","142 ゚ 24’","43 ゚ 43’","River",142.4,43.7166666667
"中国山地","ちゅうごくさんち","Chugoku Sanchi","133 ゚ 17’","35 ゚ 04’","Extensive natural feature",133.2833333333,35.0666666667
"中央市","ちゅうおうし","Chuo Shi","138 ゚ 31’","35 ゚ 35’","Municipality",138.5166666667,35.5833333333
"忠類川","ちゅうるいがわ","Churui Gawa","145 ゚ 05’","43 ゚ 43’","River",145.0833333333,43.7166666667
"中禅寺湖","ちゅうぜんじこ","Chuzenji Ko","139 ゚ 25’","36 ゚ 44’","Lake",139.4166666667,36.7333333333
"駄知","だち","Dachi","137 ゚ 13’","35 ゚ 19’","Populated area",137.2166666667,35.3166666667
"大安","だいあん","Daian","136 ゚ 31’","35 ゚ 05’","Populated area",136.5166666667,35.0833333333
"大菩薩嶺","だいぼさつれい","Daibosatsu Rei","138 ゚ 50’","35 ゚ 44’","Mountain",138.8333333333,35.7333333333
"大子町","だいごまち","Daigo Machi","140 ゚ 21’","36 ゚ 46’","Municipality",140.35,36.7666666667
"第5鹿島海山","だいごかしまかいざん","Daigo-Kashima Kaizan","144 ゚ 19’","35 ゚ 47’","Undersea feature",144.3166666667,35.7833333333
"第1鹿島海山","だいいちかしまかいざん","Daiichi-Kashima Kaizan","142 ゚ 40’","35 ゚ 48’","Undersea feature",142.6666666667,35.8
"第1紀南海山","だいいちきなんかいざん","Daiichi-Kinan Kaizan","136 ゚ 18’","30 ゚ 28’","Undersea feature",136.3,30.4666666667
"大黒島","だいこくじま","Daikoku Jima","144 ゚ 51’","42 ゚ 57’","Island",144.85,42.95
"大無間山","だいむけんざん","Daimuken Zan","138 ゚ 09’","35 ゚ 15’","Mountain",138.15,35.25
"大日岳","だいにちだけ","Dainichi Dake","139 ゚ 39’","37 ゚ 49’","Mountain",139.65,37.8166666667
"大日山","だいにちざん","Dainichi Zan","136 ゚ 29’","36 ゚ 09’","Mountain",136.4833333333,36.15
"大日ヶ岳","だいにちがたけ","Dainichigatake","136 ゚ 49’","35 ゚ 59’","Mountain",136.8166666667,35.9833333333
"第2鹿島海山","だいにかしまかいざん","Daini-Kashima Kaizan","143 ゚ 30’","36 ゚ 04’","Undersea feature",143.5,36.0666666667
"第2紀南海山","だいにきなんかいざん","Daini-Kinan Kaizan","136 ゚ 44’","30 ゚ 10’","Undersea feature",136.7333333333,30.1666666667
"大王崎","だいおうざき","Daio Zaki","136 ゚ 54’","34 ゚ 16’","Cape",136.9,34.2666666667
"大山","だいせん","Daisen","133 ゚ 32’","35 ゚ 22’","Mountain",133.5333333333,35.3666666667
"大山町","だいせんちょう","Daisen Cho","133 ゚ 29’","35 ゚ 30’","Municipality",133.4833333333,35.5
"大川山","だいせんさん","Daisen San","133 ゚ 56’","34 ゚ 06’","Mountain",133.9333333333,34.1
"大仙市","だいせんし","Daisen Shi","140 ゚ 28’","39 ゚ 27’","Municipality",140.4666666667,39.45
"大千軒岳","だいせんげんだけ","Daisengen Dake","140 ゚ 09’","41 ゚ 34’","Mountain",140.15,41.5666666667
"大聖寺川","だいしょうじがわ","Daishoji Gawa","136 ゚ 20’","36 ゚ 17’","River",136.3333333333,36.2833333333
"大天井岳","だいてんじょうだけ","Daitenjo Dake","137 ゚ 41’","36 ゚ 21’","Mountain",137.6833333333,36.35
"大東海嶺","だいとうかいれい","Daito Kairei","132 ゚ 12’","25 ゚ 58’","Undersea feature",132.2,25.9666666667
"大東市","だいとうし","Daito Shi","135 ゚ 37’","34 ゚ 42’","Municipality",135.6166666667,34.7
"大谷川","だいやがわ","Daiya Gawa","139 ゚ 45’","36 ゚ 44’","River",139.75,36.7333333333
"第4鹿島海山","だいよんかしまかいざん","Daiyon-Kashima Kaizan","144 ゚ 00’","36 ゚ 16’","Undersea feature",144,36.2666666667
"段戸山","だんどやま","Dando Yama","137 ゚ 29’","35 ゚ 09’","Mountain",137.4833333333,35.15
"段ヶ峰","だんがみね","Dangamine","134 ゚ 43’","35 ゚ 11’","Mountain",134.7166666667,35.1833333333
"男女群島","だんじょぐんとう","Danjo Gunto","128 ゚ 22’","32 ゚ 03’","Extensive natural feature",128.3666666667,32.05
"達磨山","だるまやま","Daruma Yama","138 ゚ 50’","34 ゚ 57’","Mountain",138.8333333333,34.95
"伊達市","だてし","Date Shi","140 ゚ 33’","37 ゚ 49’","Municipality",140.55,37.8166666667
"伊達市","だてし","Date Shi","140 ゚ 51’","42 ゚ 28’","Municipality",140.85,42.4666666667
"太宰府市","だざいふし","Dazaifu Shi","130 ゚ 31’","33 ゚ 30’","Municipality",130.5166666667,33.5
"デン島","でんしま","Den Shima","130 ゚ 06’","30 ゚ 44’","Island",130.1,30.7333333333
"出羽山地","でわさんち","Dewa Sanchi","140 ゚ 25’","39 ゚ 45’","Extensive natural feature",140.4166666667,39.75
"堂平山","どうだいらさん","Dodaira San","139 ゚ 11’","36 ゚ 00’","Mountain",139.1833333333,36
"堂ヶ森","どうがもり","Dogamori","132 ゚ 52’","33 ゚ 09’","Mountain",132.8666666667,33.15
"島後","どうご","Dogo","133 ゚ 16’","36 ゚ 14’","Island",133.2666666667,36.2333333333
"島後水道","どうごすいどう","Dogo Suido","133 ゚ 12’","36 ゚ 09’","Sea Area",133.2,36.15
"道後山","どうごやま","Dogo Yama","133 ゚ 13’","35 ゚ 04’","Mountain",133.2166666667,35.0666666667
"土居","どい","Doi","133 ゚ 25’","33 ゚ 57’","Populated area",133.4166666667,33.95
"土器川","どきがわ","Doki Gawa","133 ゚ 50’","34 ゚ 15’","River",133.8333333333,34.25
"道志村","どうしむら","Doshi Mura","139 ゚ 02’","35 ゚ 31’","Municipality",139.0333333333,35.5166666667
"土曜海山","どようかいざん","Doyo Kaizan","140 ゚ 48’","27 ゚ 41’","Undersea feature",140.8,27.6833333333
"銅山川","どうざんがわ","Dozan Gawa","133 ゚ 34’","33 ゚ 56’","River",133.5666666667,33.9333333333
"島前","どうぜん","Dozen","133 ゚ 01’","36 ゚ 03’","Extensive natural feature",133.0166666667,36.05
"恵山","えさん","E San","141 ゚ 09’","41 ゚ 48’","Mountain",141.15,41.8
"江合川","えあいがわ","Eai Gawa","141 ゚ 09’","38 ゚ 31’","River",141.15,38.5166666667
"江別市","えべつし","Ebetsu Shi","141 ゚ 32’","43 ゚ 06’","Municipality",141.5333333333,43.1
"海老名市","えびなし","Ebina Shi","139 ゚ 23’","35 ゚ 26’","Municipality",139.3833333333,35.4333333333
"えびの市","えびのし","Ebino Shi","130 ゚ 48’","32 ゚ 02’","Municipality",130.8,32.0333333333
"烏帽子岳","えぼうしだけ","Eboshi Dake","130 ゚ 36’","31 ゚ 52’","Mountain",130.6,31.8666666667
"烏帽子岳(乳頭山)","えぼしだけ(にゅうとうざん)","Eboshi Dake (Nyuto Zan)","140 ゚ 50’","39 ゚ 48’","Mountain",140.8333333333,39.8
"烏帽子島","えぼししま","Eboshi Shima","129 ゚ 58’","33 ゚ 41’","Island",129.9666666667,33.6833333333
"烏帽子山","えぼしやま","Eboshi Yama","133 ゚ 02’","35 ゚ 04’","Mountain",133.0333333333,35.0666666667
"愛知川","えちがわ","Echi Gawa","136 ゚ 12’","35 ゚ 07’","River",136.2,35.1166666667
"越後平野","えちごへいや","Echigo Heiya","139 ゚ 07’","37 ゚ 53’","Extensive natural feature",139.1166666667,37.8833333333
"越後山脈","えちごさんみゃく","Echigo Sanmyaku","138 ゚ 58’","36 ゚ 58’","Extensive natural feature",138.9666666667,36.9666666667
"越前町","えちぜんちょう","Echizen Cho","136 ゚ 07’","35 ゚ 58’","Municipality",136.1166666667,35.9666666667
"越前岬","えちぜんみさき","Echizen Misaki","135 ゚ 56’","35 ゚ 58’","Cape",135.9333333333,35.9666666667
"越前市","えちぜんし","Echizen Shi","136 ゚ 10’","35 ゚ 54’","Municipality",136.1666666667,35.9
"江戸川","えどがわ","Edo Gawa","139 ゚ 56’","35 ゚ 40’","River",139.9333333333,35.6666666667
